MGI symbol,430AV2_Astro_Enrich,430AV2_Astro_Hedges_g,430AV2_Astro_Var_g,430AV2_Astro_SEg
0610005C13Rik,-0.0746475000000002,-0.31341843006534176,0.24320125634309872,0.4931543940218912
0610008F07Rik,0.010761249999999833,0.04062203131527133,0.23998189091388386,0.4898794656993533
0610009B22Rik,0.08593517857143063,0.21875873999045156,0.24152206547701824,0.49144894493428126
0610009D07Rik,-0.061340535714283995,-0.10319703047971128,0.24031492686268555,0.4902192142674829
0610009O20Rik,-0.14323785714285542,-0.19523636450661944,0.2411974605338033,0.49111858092909016
0610010K14Rik,-0.33173321428571256,-0.24592201080290882,0.24194280711285612,0.4918768210770417
0610012G03Rik,0.03644119047619091,0.027742070362673055,0.2416617233735597,0.4915888522419701
0610031J06Rik,-0.18422071428571396,-0.13446677461760917,0.24052959638214674,0.4904381677460949
0610037L13Rik,-0.11416482142857198,-0.17394973019651305,0.2409355028874592,0.49085181357254787
0610040J01Rik,-0.4899719642857141,-0.4246854186077173,0.24593880942554497,0.4959221808162496
1100001G20Rik,0.020909464285714385,0.08832327743969301,0.24018691931086755,0.4900886851487877
1110001A16Rik,-0.09157428571428561,-0.17469485456458467,0.2409441623399893,0.490860634335235
